animal,food,preference,time_of_day,timestamp
Cat,Grape,2,Afternoon,2024-02-14 13:10:03
bird,Banana,3,Afternoon,2024-03-07 17:20:19
Dog,Orange,2,Evening,2024-02-02 17:52:07
Dog,Banana,1,Afternoon,2024-03-31 00:53:53
Dog,Watermelon,5,Afternoon,2024-05-27 02:07:48
Dog,Grape,3,Afternoon,2024-06-28 08:48:56
Cat,Watermelon,2,Evening,2024-04-28 16:15:08
Cat,Grape,2,Evening,2024-01-15 10:31:52
bird,Grape,2,Morning,2024-05-13 11:06:08
Cat,Watermelon,4,Afternoon,2024-04-17 13:40:58
bird,Orange,4,Evening,2024-06-17 22:34:03
bird,Banana,2,Morning,2024-04-03 13:56:09
Dog,Apple,3,Evening,2024-04-15 01:36:32
Cat,Orange,2,Afternoon,2024-03-15 01:29:35
bird,Grape,5,Morning,2024-05-21 21:58:31
Cat,Banana,2,Evening,2024-06-11 17:10:06
bird,Orange,2,Morning,2024-05-27 17:50:30
Dog,Watermelon,2,Evening,2024-07-08 10:03:41
bird,Watermelon,5,Evening,2024-01-13 23:10:35
Cat,Banana,1,Evening,2024-02-06 10:55:12
Dog,Banana,5,Evening,2024-02-04 12:17:11
Dog,Orange,2,Evening,2024-02-09 08:02:50
Dog,Orange,4,Afternoon,2024-04-27 01:37:35
Dog,Apple,1,Morning,2024-06-08 00:21:19
Cat,Banana,1,Morning,2024-02-22 14:51:15
Cat,Apple,5,Morning,2024-07-17 01:58:09
bird,Grape,1,Evening,2024-06-09 21:57:57
Cat,Grape,4,Afternoon,2024-03-04 16:07:04
Cat,Orange,4,Afternoon,2024-01-25 18:25:43
Cat,Apple,1,Evening,2024-01-13 15:07:29
Cat,Banana,2,Afternoon,2024-05-26 00:38:06
Cat,Banana,3,Afternoon,2024-03-30 17:00:39
bird,Orange,3,Morning,2024-05-15 01:55:09
bird,Watermelon,3,Afternoon,2024-05-23 22:31:37
Cat,Grape,4,Evening,2024-02-03 16:10:22
Cat,Orange,5,Morning,2024-01-13 14:42:25
bird,Grape,5,Morning,2024-04-02 08:58:02
bird,Watermelon,1,Morning,2024-02-28 04:42:14
Cat,Grape,1,Evening,2024-04-07 01:49:42
bird,Banana,3,Evening,2024-05-11 19:59:53
bird,Orange,3,Morning,2024-02-15 20:05:36
Dog,Orange,4,Evening,2024-01-09 00:58:39
Dog,Grape,2,Evening,2024-01-07 11:04:36
bird,Orange,3,Evening,2024-05-31 16:08:51
Cat,Apple,4,Afternoon,2024-04-07 07:13:28
Dog,Watermelon,3,Evening,2024-01-05 10:37:27
bird,Banana,3,Afternoon,2024-06-08 17:24:12
Dog,Watermelon,4,Evening,2024-04-18 13:27:04
bird,Apple,1,Afternoon,2024-03-25 17:49:33
Dog,Apple,2,Afternoon,2024-06-27 03:39:19
Dog,Watermelon,5,Morning,2024-04-08 10:42:38
Dog,Banana,2,Morning,2024-07-08 02:09:28
Cat,Orange,2,Evening,2024-06-18 07:58:00
bird,Apple,4,Evening,2024-07-16 15:06:01
Dog,Apple,1,Evening,2024-06-28 19:38:12
Cat,Watermelon,2,Morning,2024-03-11 03:57:07
Dog,Orange,5,Evening,2024-05-15 18:28:32
bird,Watermelon,3,Afternoon,2024-02-12 08:49:43
Dog,Grape,3,Morning,2024-06-25 08:49:12
Dog,Watermelon,2,Morning,2024-05-08 02:10:46
Cat,Grape,3,Afternoon,2024-02-29 10:47:27
Dog,Grape,3,Morning,2024-07-06 20:34:09
Dog,Watermelon,3,Evening,2024-06-26 11:41:11
Dog,Grape,1,Afternoon,2024-01-04 03:43:01
Dog,Orange,4,Morning,2024-05-06 03:13:52
bird,Orange,4,Evening,2024-02-15 05:41:01
Cat,Apple,4,Evening,2024-06-06 21:20:26
Cat,Banana,3,Evening,2024-04-09 02:14:16
Dog,Watermelon,5,Morning,2024-01-21 14:58:11
bird,Banana,3,Afternoon,2024-03-11 02:39:58
bird,Grape,1,Evening,2024-03-12 01:53:33
Dog,Grape,5,Evening,2024-02-04 09:57:37
Dog,Grape,1,Morning,2024-03-02 23:25:22
bird,Apple,5,Evening,2024-04-18 14:14:06
bird,Banana,4,Afternoon,2024-01-12 23:35:59
Cat,Watermelon,5,Afternoon,2024-03-24 19:07:03
Cat,Banana,5,Afternoon,2024-07-01 00:54:57
Dog,Watermelon,2,Evening,2024-05-01 02:31:07
Cat,Apple,4,Evening,2024-01-10 03:08:24
Cat,Grape,4,Evening,2024-05-25 01:43:28
Cat,Grape,2,Evening,2024-07-10 22:07:15
Dog,Watermelon,1,Morning,2024-02-16 06:22:03
Cat,Grape,1,Evening,2024-04-04 14:33:09
bird,Apple,5,Afternoon,2024-06-02 09:52:17
Dog,Orange,1,Morning,2024-04-28 20:54:05
Dog,Apple,5,Evening,2024-06-02 12:52:22
Dog,Banana,5,Morning,2024-04-02 10:48:11
Dog,Watermelon,2,Morning,2024-06-18 00:07:35
bird,Grape,1,Afternoon,2024-06-27 11:31:24
Dog,Apple,4,Morning,2024-01-31 04:20:52
Dog,Banana,3,Morning,2024-06-11 06:38:36
Dog,Grape,4,Afternoon,2024-04-01 10:43:45
bird,Banana,3,Morning,2024-02-20 12:18:22
bird,Watermelon,4,Afternoon,2024-04-24 10:52:27
Dog,Orange,3,Afternoon,2024-04-18 07:51:15
Dog,Apple,2,Morning,2024-06-27 12:58:21
bird,Grape,1,Afternoon,2024-05-27 08:57:19
Dog,Grape,1,Morning,2024-02-25 11:30:18
Cat,Watermelon,4,Evening,2024-06-26 21:42:28
bird,Watermelon,1,Afternoon,2024-03-27 04:41:09
bird,Watermelon,5,Afternoon,2024-04-01 14:51:48
Cat,Grape,2,Morning,2024-04-05 15:09:48
Cat,Banana,3,Afternoon,2024-03-21 15:33:06
Dog,Watermelon,1,Evening,2024-03-31 15:49:33
Cat,Watermelon,4,Afternoon,2024-04-29 21:23:56
Dog,Orange,5,Morning,2024-02-16 10:29:47
Dog,Apple,2,Afternoon,2024-06-01 00:21:34
Cat,Orange,4,Evening,2024-02-28 18:21:32
Dog,Apple,4,Morning,2024-05-19 23:23:42
bird,Orange,1,Morning,2024-06-17 21:59:53
bird,Watermelon,4,Afternoon,2024-04-18 13:37:40
bird,Watermelon,5,Afternoon,2024-07-02 16:34:18
Dog,Watermelon,4,Afternoon,2024-02-24 20:04:21
Dog,Grape,1,Afternoon,2024-01-01 11:56:20
Dog,Apple,1,Morning,2024-01-03 09:52:16
Cat,Apple,3,Morning,2024-04-30 04:32:27
bird,Banana,3,Morning,2024-03-20 11:23:27
Cat,Apple,4,Morning,2024-05-20 02:04:05
bird,Banana,5,Morning,2024-05-27 11:37:36
Dog,Orange,1,Afternoon,2024-01-03 23:28:32
Dog,Grape,1,Morning,2024-01-18 03:22:58
bird,Grape,2,Evening,2024-03-21 03:32:50
Dog,Orange,1,Evening,2024-04-24 07:21:24
Dog,Orange,4,Morning,2024-01-11 20:31:45
bird,Apple,5,Morning,2024-06-23 04:37:50
bird,Apple,1,Morning,2024-02-17 01:48:39
Dog,Grape,1,Morning,2024-04-01 22:31:05
Cat,Apple,3,Afternoon,2024-05-04 21:18:58
Cat,Apple,3,Afternoon,2024-03-13 10:42:05
bird,Apple,1,Morning,2024-06-01 20:37:06
Dog,Apple,3,Afternoon,2024-01-03 05:19:56
Dog,Orange,2,Afternoon,2024-06-26 15:05:26
Dog,Apple,4,Afternoon,2024-01-27 12:17:21
bird,Banana,4,Afternoon,2024-07-08 06:11:22
Cat,Orange,1,Evening,2024-05-15 00:11:37
Cat,Watermelon,5,Morning,2024-02-07 17:46:45
bird,Grape,3,Morning,2024-07-05 20:39:25
Dog,Banana,2,Afternoon,2024-01-25 20:29:00
bird,Apple,3,Evening,2024-07-15 22:24:40
Dog,Apple,2,Evening,2024-04-24 11:38:04
bird,Banana,1,Morning,2024-01-09 14:03:15
Dog,Grape,1,Afternoon,2024-03-13 07:27:56
Cat,Grape,5,Afternoon,2024-02-29 21:18:45
Cat,Watermelon,1,Evening,2024-01-05 10:56:36
Cat,Banana,3,Morning,2024-06-26 04:47:22
Cat,Orange,2,Afternoon,2024-02-12 10:37:28
bird,Orange,4,Afternoon,2024-02-02 11:55:20
Dog,Orange,2,Morning,2024-02-25 20:34:21
bird,Banana,5,Afternoon,2024-01-12 07:37:07
bird,Orange,5,Evening,2024-07-09 12:56:39
Cat,Watermelon,3,Evening,2024-07-11 12:02:32
bird,Grape,4,Morning,2024-06-20 21:53:15
Dog,Orange,4,Evening,2024-02-08 17:54:48
bird,Grape,1,Afternoon,2024-02-23 11:47:36
Cat,Orange,3,Afternoon,2024-03-12 04:03:35
Dog,Orange,4,Evening,2024-05-26 06:58:16
bird,Orange,2,Morning,2024-04-13 20:55:13
Cat,Banana,1,Morning,2024-02-04 22:38:47
Cat,Banana,4,Morning,2024-02-23 04:15:35
Cat,Orange,2,Evening,2024-01-24 08:19:50
Cat,Apple,4,Afternoon,2024-02-17 17:10:49
Dog,Banana,4,Afternoon,2024-04-21 00:16:35
Cat,Banana,2,Afternoon,2024-04-01 06:11:31
Dog,Orange,1,Afternoon,2024-03-22 13:02:41
Cat,Apple,3,Afternoon,2024-04-20 18:28:59
Dog,Grape,2,Evening,2024-04-19 10:03:13
Dog,Watermelon,1,Afternoon,2024-01-30 14:35:50
bird,Banana,2,Morning,2024-05-14 07:55:12
Dog,Watermelon,4,Evening,2024-06-29 15:43:34
Dog,Banana,4,Morning,2024-02-12 02:28:22
Cat,Apple,3,Morning,2024-04-26 16:33:55
Cat,Watermelon,3,Morning,2024-03-27 06:57:48
Cat,Watermelon,3,Afternoon,2024-05-30 10:57:44
Dog,Orange,4,Afternoon,2024-01-10 07:05:31
Dog,Apple,3,Afternoon,2024-01-25 20:10:25
Dog,Apple,1,Morning,2024-07-16 14:51:45
Dog,Apple,5,Evening,2024-07-09 13:50:05
Cat,Banana,3,Morning,2024-06-08 03:54:15
Cat,Apple,4,Afternoon,2024-05-17 02:43:53
Dog,Banana,5,Evening,2024-06-16 07:08:13
Cat,Orange,4,Morning,2024-03-11 09:39:06
Cat,Grape,1,Morning,2024-01-02 07:27:38
bird,Orange,2,Afternoon,2024-05-10 20:54:52
Cat,Watermelon,2,Afternoon,2024-01-20 04:24:56
Dog,Banana,5,Evening,2024-02-04 05:58:23
bird,Orange,5,Morning,2024-02-02 18:00:44
bird,Banana,3,Morning,2024-05-08 03:45:32
Dog,Banana,3,Morning,2024-04-25 06:08:39
Cat,Banana,1,Morning,2024-03-25 09:28:52
bird,Apple,1,Afternoon,2024-01-18 05:50:43
Dog,Orange,2,Evening,2024-06-27 16:17:21
Cat,Watermelon,5,Evening,2024-06-30 07:31:32
Dog,Orange,5,Morning,2024-02-20 07:08:45
Dog,Orange,3,Morning,2024-01-01 02:01:46
Dog,Watermelon,5,Afternoon,2024-02-26 08:41:09
Dog,Apple,3,Evening,2024-07-13 08:18:31
Cat,Banana,5,Morning,2024-01-30 14:24:49
Cat,Orange,4,Evening,2024-05-07 23:44:07
bird,Watermelon,5,Afternoon,2024-02-17 05:41:46
Dog,Watermelon,3,Afternoon,2024-06-27 19:07:55
Dog,Banana,1,Morning,2024-04-21 23:32:59
Dog,Watermelon,2,Afternoon,2024-02-25 05:51:51
Cat,Banana,5,Afternoon,2024-05-23 14:15:54
Dog,Grape,1,Afternoon,2024-04-12 10:20:05
Cat,Apple,3,Afternoon,2024-06-12 05:00:27
Dog,Grape,5,Morning,2024-07-13 23:30:39
Dog,Banana,1,Evening,2024-05-21 00:26:02
Dog,Grape,4,Morning,2024-03-12 19:51:17
Dog,Banana,3,Morning,2024-07-07 06:05:29
Dog,Grape,3,Afternoon,2024-02-04 18:48:40
Cat,Watermelon,5,Morning,2024-02-15 01:29:29
bird,Apple,5,Evening,2024-06-18 18:29:27
Cat,Grape,1,Afternoon,2024-03-05 00:14:28
bird,Watermelon,2,Morning,2024-01-22 20:57:03
Dog,Banana,1,Morning,2024-01-11 18:38:12
bird,Banana,2,Afternoon,2024-06-12 18:36:07
Dog,Orange,1,Morning,2024-03-07 23:50:51
bird,Orange,3,Evening,2024-01-02 01:15:00
Cat,Banana,1,Afternoon,2024-02-14 13:14:44
bird,Watermelon,3,Morning,2024-04-27 06:39:29
bird,Banana,4,Morning,2024-02-17 07:43:47
Dog,Apple,5,Morning,2024-04-29 16:31:17
Dog,Apple,2,Morning,2024-05-30 20:49:32
Cat,Apple,4,Evening,2024-03-29 13:06:25
bird,Orange,1,Morning,2024-04-08 15:50:29
Dog,Banana,1,Afternoon,2024-07-09 08:51:43
Cat,Grape,5,Morning,2024-01-11 16:05:29
Cat,Grape,1,Evening,2024-06-18 13:44:42
bird,Apple,2,Evening,2024-02-23 11:41:35
Cat,Orange,3,Morning,2024-06-06 00:55:25
bird,Apple,4,Afternoon,2024-01-18 05:45:56
bird,Banana,2,Afternoon,2024-07-08 10:32:32
bird,Grape,3,Afternoon,2024-03-01 10:45:10
Dog,Grape,5,Morning,2024-04-29 20:01:24
Dog,Banana,5,Afternoon,2024-04-12 20:27:57
Dog,Grape,2,Afternoon,2024-05-01 07:00:55
Dog,Banana,5,Afternoon,2024-01-26 14:06:08
Cat,Apple,2,Evening,2024-02-19 11:41:50
Cat,Grape,5,Morning,2024-04-21 22:19:53
bird,Apple,1,Morning,2024-06-29 04:04:12
Cat,Orange,3,Morning,2024-02-13 17:44:15
Dog,Apple,5,Afternoon,2024-04-07 18:49:44
bird,Apple,4,Afternoon,2024-04-17 02:08:27
bird,Orange,2,Morning,2024-05-13 12:38:19
Cat,Orange,2,Afternoon,2024-05-17 04:10:09
Dog,Apple,4,Evening,2024-01-24 05:25:08
bird,Orange,2,Morning,2024-03-27 10:52:18
bird,Orange,5,Afternoon,2024-01-18 21:09:58
Cat,Grape,2,Morning,2024-04-24 01:07:10
Cat,Apple,5,Evening,2024-02-18 21:51:57
Cat,Banana,3,Afternoon,2024-05-04 23:23:01
Cat,Orange,4,Evening,2024-05-29 13:12:35
bird,Orange,2,Evening,2024-07-08 00:42:51
Dog,Watermelon,4,Morning,2024-02-14 13:06:00
Dog,Apple,3,Morning,2024-05-05 01:37:16
Dog,Watermelon,3,Afternoon,2024-01-25 20:57:19
Dog,Banana,2,Afternoon,2024-04-12 17:49:14
Cat,Apple,4,Evening,2024-04-26 14:07:52
Cat,Watermelon,4,Morning,2024-03-16 02:41:46
bird,Apple,2,Morning,2024-03-23 00:49:30
Cat,Watermelon,1,Evening,2024-03-08 03:16:20
Cat,Orange,4,Morning,2024-06-27 02:35:29
Cat,Banana,4,Morning,2024-06-28 22:44:46
Cat,Grape,1,Morning,2024-03-12 19:12:05
Cat,Watermelon,2,Afternoon,2024-06-02 21:11:03
Cat,Watermelon,2,Evening,2024-02-01 09:57:42
Dog,Apple,5,Morning,2024-02-21 01:30:25
bird,Watermelon,4,Morning,2024-01-01 13:42:02
Cat,Apple,1,Evening,2024-03-09 04:16:38
bird,Watermelon,5,Afternoon,2024-04-04 03:40:12
bird,Grape,1,Morning,2024-02-28 12:55:26
Dog,Banana,1,Afternoon,2024-07-09 03:43:44
Dog,Apple,2,Morning,2024-03-07 10:28:30
Dog,Watermelon,3,Morning,2024-06-30 20:35:31
Dog,Apple,5,Morning,2024-02-01 21:30:29
Cat,Grape,1,Morning,2024-05-11 19:15:38
bird,Banana,3,Evening,2024-01-10 00:13:05
Cat,Watermelon,3,Afternoon,2024-02-18 07:57:45
Dog,Apple,3,Morning,2024-06-10 13:37:43
bird,Grape,3,Afternoon,2024-06-30 19:00:55
Cat,Grape,5,Evening,2024-02-05 04:47:37
Dog,Grape,4,Evening,2024-04-17 08:30:01
Dog,Apple,4,Morning,2024-06-15 03:14:03
Dog,Orange,2,Evening,2024-01-14 04:25:35
Cat,Apple,3,Evening,2024-04-22 13:56:38
Cat,Orange,3,Evening,2024-05-06 11:58:20
bird,Banana,5,Morning,2024-05-03 01:19:57
Cat,Grape,3,Afternoon,2024-01-08 11:59:55
Dog,Watermelon,5,Afternoon,2024-07-05 11:23:01
Cat,Banana,4,Morning,2024-06-10 14:30:24
bird,Banana,3,Morning,2024-01-27 23:28:37
Cat,Watermelon,3,Afternoon,2024-06-22 05:39:15
Dog,Watermelon,3,Evening,2024-01-03 06:52:37
bird,Watermelon,5,Afternoon,2024-01-06 20:47:45
Dog,Grape,1,Afternoon,2024-03-22 06:48:10
Dog,Watermelon,4,Afternoon,2024-04-16 01:52:46
Dog,Watermelon,1,Evening,2024-05-23 06:07:26
Dog,Grape,4,Evening,2024-02-21 05:32:13
bird,Banana,3,Afternoon,2024-02-05 15:34:37
bird,Banana,3,Afternoon,2024-05-19 14:44:16
bird,Orange,5,Morning,2024-06-20 06:14:55
bird,Banana,5,Afternoon,2024-04-11 09:57:18
Dog,Orange,2,Evening,2024-07-05 01:42:42
Dog,Banana,4,Morning,2024-04-22 20:00:21
bird,Watermelon,5,Afternoon,2024-03-10 15:35:50
Cat,Watermelon,2,Morning,2024-04-18 04:10:32
Dog,Apple,2,Morning,2024-06-04 12:38:22
bird,Banana,1,Afternoon,2024-07-09 15:15:25
Cat,Apple,1,Evening,2024-03-22 08:00:52
bird,Orange,3,Morning,2024-04-18 16:12:40
bird,Banana,4,Afternoon,2024-02-02 04:57:53
bird,Apple,4,Afternoon,2024-06-14 08:26:10
Cat,Watermelon,3,Afternoon,2024-06-05 23:40:26
Dog,Banana,2,Afternoon,2024-04-03 08:54:36
Cat,Apple,2,Afternoon,2024-04-21 15:38:17
Dog,Orange,4,Afternoon,2024-06-25 18:24:10
Cat,Apple,1,Evening,2024-01-24 07:12:21
bird,Apple,2,Evening,2024-05-15 12:10:38
Dog,Apple,3,Evening,2024-04-14 17:28:10
Cat,Apple,4,Afternoon,2024-03-10 02:53:32
bird,Banana,2,Evening,2024-04-19 13:51:36
bird,Watermelon,1,Morning,2024-01-06 12:26:15
Dog,Apple,1,Afternoon,2024-01-05 01:16:11
bird,Watermelon,2,Morning,2024-03-25 08:57:39
Dog,Apple,2,Afternoon,2024-03-13 22:52:05
bird,Banana,4,Evening,2024-06-21 01:11:38
Dog,Banana,5,Afternoon,2024-07-04 16:39:07
bird,Orange,1,Morning,2024-01-03 23:04:43
bird,Apple,2,Morning,2024-01-02 21:42:10
Dog,Apple,5,Afternoon,2024-05-07 03:58:18
bird,Apple,3,Afternoon,2024-01-07 02:07:37
Cat,Banana,5,Morning,2024-05-07 18:28:58
Cat,Watermelon,1,Afternoon,2024-06-30 14:27:37
bird,Watermelon,3,Afternoon,2024-06-04 02:21:34
Cat,Grape,5,Afternoon,2024-01-19 18:15:09
bird,Grape,2,Evening,2024-03-06 03:59:32
Cat,Banana,1,Morning,2024-01-15 04:41:13
Dog,Apple,3,Evening,2024-01-25 20:27:24
Dog,Watermelon,3,Afternoon,2024-07-11 20:19:04
bird,Orange,1,Morning,2024-04-02 12:23:02
Cat,Orange,4,Morning,2024-07-08 02:27:19
bird,Orange,5,Evening,2024-05-27 18:38:13
Cat,Orange,2,Evening,2024-06-13 15:20:20
bird,Orange,2,Evening,2024-06-30 09:41:57
Dog,Apple,2,Afternoon,2024-05-29 08:12:59
bird,Apple,5,Evening,2024-01-16 05:35:57
Cat,Banana,1,Evening,2024-03-30 18:39:35
bird,Banana,5,Afternoon,2024-01-02 15:41:14
Cat,Apple,4,Afternoon,2024-02-02 10:56:24
Cat,Grape,3,Morning,2024-01-20 23:03:11
bird,Banana,3,Evening,2024-02-24 12:19:00
Dog,Orange,1,Afternoon,2024-06-02 22:30:15
Cat,Banana,4,Evening,2024-07-12 21:56:04
bird,Banana,5,Evening,2024-04-05 13:31:11
bird,Banana,3,Evening,2024-01-07 19:16:09
Cat,Orange,1,Evening,2024-04-03 23:52:49
Dog,Grape,5,Morning,2024-06-23 08:27:43
Dog,Grape,3,Afternoon,2024-06-20 01:14:32
bird,Watermelon,2,Afternoon,2024-06-04 03:38:47
Dog,Grape,1,Morning,2024-02-27 03:42:44
Cat,Apple,2,Afternoon,2024-02-23 01:16:57
Dog,Grape,5,Morning,2024-02-26 21:50:45
Dog,Watermelon,2,Morning,2024-02-01 08:39:26
Cat,Banana,4,Evening,2024-03-08 21:23:00
Dog,Grape,4,Afternoon,2024-05-22 10:58:36
Cat,Apple,5,Afternoon,2024-03-19 04:55:30
bird,Banana,3,Morning,2024-06-01 06:29:52
Cat,Watermelon,1,Morning,2024-05-07 07:41:26
Dog,Orange,5,Evening,2024-03-22 22:22:16
Dog,Banana,3,Evening,2024-01-30 21:57:39
Dog,Orange,5,Afternoon,2024-03-24 22:09:22
bird,Watermelon,2,Afternoon,2024-05-02 02:42:54
Dog,Banana,2,Afternoon,2024-05-13 22:55:55
bird,Apple,4,Evening,2024-04-15 15:36:05
bird,Apple,5,Morning,2024-04-01 12:24:53
bird,Banana,1,Morning,2024-03-14 01:58:54
Cat,Orange,1,Afternoon,2024-05-01 21:05:58
Dog,Watermelon,4,Morning,2024-06-14 21:04:30
Dog,Banana,2,Afternoon,2024-02-24 03:40:42
Dog,Banana,5,Evening,2024-01-19 21:23:11
Cat,Orange,5,Morning,2024-01-24 21:13:51
bird,Watermelon,3,Morning,2024-05-05 21:28:29
bird,Grape,1,Evening,2024-05-27 14:16:04
Dog,Watermelon,4,Morning,2024-06-11 11:18:15
Dog,Banana,2,Evening,2024-06-15 14:05:56
Dog,Orange,3,Evening,2024-06-17 19:32:52
Dog,Grape,4,Evening,2024-03-02 06:03:13
bird,Watermelon,4,Morning,2024-03-19 13:42:50
bird,Watermelon,5,Evening,2024-07-12 03:37:38
bird,Apple,1,Afternoon,2024-02-03 10:24:22
bird,Grape,4,Evening,2024-01-05 15:52:08
bird,Banana,3,Evening,2024-01-06 03:48:42
Dog,Orange,2,Afternoon,2024-01-28 05:30:29
Dog,Watermelon,1,Morning,2024-04-02 20:58:04
Cat,Orange,1,Afternoon,2024-02-17 14:30:43
Dog,Watermelon,2,Evening,2024-01-13 03:47:01
bird,Watermelon,2,Evening,2024-05-04 14:02:50
Dog,Apple,5,Afternoon,2024-07-06 17:16:54
Cat,Banana,3,Evening,2024-06-03 12:51:31
Dog,Orange,1,Evening,2024-02-16 03:22:17
Cat,Watermelon,2,Afternoon,2024-06-27 14:38:27
Dog,Orange,1,Evening,2024-01-02 14:41:41
bird,Grape,5,Evening,2024-02-26 05:52:05
Cat,Grape,4,Evening,2024-06-12 00:55:46
Cat,Apple,3,Morning,2024-02-20 06:11:51
Dog,Banana,2,Morning,2024-05-16 19:58:15
Dog,Orange,2,Afternoon,2024-01-19 18:40:36
bird,Grape,5,Morning,2024-02-28 12:28:16
Cat,Orange,5,Morning,2024-01-12 22:56:42
bird,Banana,5,Morning,2024-06-07 01:13:37
bird,Banana,4,Afternoon,2024-07-02 11:32:05
Cat,Apple,3,Afternoon,2024-02-08 01:04:46
Cat,Grape,2,Morning,2024-05-25 05:30:48
Cat,Watermelon,1,Morning,2024-01-01 16:34:11
bird,Grape,1,Evening,2024-03-16 04:27:47
Cat,Orange,4,Evening,2024-04-05 08:14:52
Cat,Grape,3,Afternoon,2024-06-18 18:50:42
bird,Watermelon,2,Afternoon,2024-01-06 03:27:31
Dog,Banana,4,Morning,2024-05-20 08:06:24
bird,Banana,4,Afternoon,2024-04-19 02:15:01
Dog,Watermelon,2,Evening,2024-04-09 10:40:27
Dog,Watermelon,1,Morning,2024-05-11 02:49:18
Dog,Banana,3,Morning,2024-04-10 01:26:09
bird,Orange,3,Evening,2024-05-08 13:22:41
Dog,Apple,1,Morning,2024-01-02 18:17:40
Cat,Watermelon,4,Morning,2024-04-06 20:54:27
Cat,Grape,2,Afternoon,2024-05-23 04:27:35
Dog,Apple,4,Afternoon,2024-01-01 08:56:45
bird,Apple,4,Morning,2024-04-28 18:57:07
Dog,Grape,2,Afternoon,2024-06-28 23:23:57
Cat,Watermelon,5,Morning,2024-07-17 06:18:10
Cat,Banana,1,Afternoon,2024-03-04 20:33:29
Dog,Grape,4,Morning,2024-01-27 15:12:36
Dog,Apple,4,Morning,2024-07-09 00:52:14
Cat,Grape,3,Morning,2024-02-04 03:12:16
Cat,Banana,4,Morning,2024-03-06 17:20:45
Dog,Grape,3,Afternoon,2024-01-05 01:34:40
Dog,Orange,5,Evening,2024-03-22 02:57:31
bird,Banana,1,Morning,2024-04-20 09:35:02
bird,Grape,5,Evening,2024-02-05 08:21:34
bird,Watermelon,1,Evening,2024-02-21 19:32:29
Cat,Apple,2,Morning,2024-04-14 06:40:32
Cat,Watermelon,1,Evening,2024-07-07 20:09:07
Cat,Watermelon,3,Morning,2024-03-21 16:20:54
Cat,Watermelon,2,Afternoon,2024-07-07 10:01:56
Cat,Apple,2,Afternoon,2024-03-17 03:49:31
bird,Grape,4,Afternoon,2024-07-04 11:31:46
Dog,Grape,2,Evening,2024-01-13 15:06:29
Dog,Banana,5,Afternoon,2024-02-28 08:49:48
bird,Watermelon,1,Morning,2024-06-11 21:12:59
Dog,Banana,2,Evening,2024-03-07 23:29:46
bird,Grape,1,Afternoon,2024-07-03 03:18:42
Dog,Grape,4,Morning,2024-03-10 01:42:44
bird,Orange,1,Morning,2024-05-27 23:28:04
bird,Orange,4,Evening,2024-03-13 23:35:29
bird,Banana,5,Evening,2024-02-02 22:30:42
bird,Grape,4,Afternoon,2024-03-02 09:02:46
Dog,Apple,3,Evening,2024-04-30 13:39:28
Dog,Watermelon,3,Afternoon,2024-01-23 14:09:47
Dog,Watermelon,2,Evening,2024-06-05 03:46:16
Dog,Watermelon,4,Afternoon,2024-05-31 00:15:04
bird,Banana,4,Evening,2024-01-15 06:02:26
bird,Orange,3,Morning,2024-06-13 23:14:27
bird,Grape,5,Afternoon,2024-04-08 18:02:22
bird,Banana,5,Afternoon,2024-02-24 23:58:30
bird,Grape,2,Evening,2024-06-11 03:44:42
Dog,Apple,5,Afternoon,2024-01-24 06:25:43
Cat,Orange,4,Evening,2024-07-10 14:04:53
Dog,Apple,3,Evening,2024-05-03 03:10:36
bird,Grape,1,Evening,2024-01-09 04:04:39
Dog,Banana,4,Morning,2024-05-03 01:43:52
Cat,Apple,1,Morning,2024-05-10 22:12:24
Cat,Grape,1,Morning,2024-04-23 18:52:12
Cat,Orange,1,Evening,2024-04-04 18:39:18
Dog,Orange,5,Morning,2024-06-30 12:00:54
bird,Watermelon,3,Afternoon,2024-04-18 11:26:30
Dog,Watermelon,2,Morning,2024-02-12 10:22:31
Dog,Watermelon,5,Morning,2024-05-13 10:01:47
bird,Grape,2,Afternoon,2024-01-06 06:09:24
Cat,Apple,3,Afternoon,2024-01-12 23:52:39
bird,Orange,2,Morning,2024-05-17 14:43:12
Dog,Grape,1,Afternoon,2024-04-22 02:10:11
bird,Banana,3,Afternoon,2024-01-26 03:52:53
Dog,Orange,1,Evening,2024-01-17 02:49:07
bird,Watermelon,5,Morning,2024-04-11 10:14:26
Cat,Banana,5,Morning,2024-04-07 06:12:40
Dog,Grape,1,Evening,2024-06-24 04:45:36
Cat,Apple,5,Afternoon,2024-03-08 02:22:22
Dog,Apple,2,Evening,2024-05-01 22:06:09
Dog,Apple,3,Afternoon,2024-04-16 04:45:12
bird,Watermelon,2,Morning,2024-01-13 20:34:30
Dog,Grape,2,Afternoon,2024-03-15 01:57:02
Cat,Apple,5,Afternoon,2024-03-17 13:48:10
Dog,Watermelon,3,Morning,2024-04-02 11:29:05
Cat,Orange,2,Evening,2024-02-08 13:32:41
Cat,Watermelon,2,Afternoon,2024-06-02 08:26:16
bird,Orange,3,Afternoon,2024-02-25 16:47:17
Dog,Grape,5,Evening,2024-04-18 13:40:08
Dog,Watermelon,3,Afternoon,2024-06-29 07:06:08
bird,Banana,3,Morning,2024-01-25 09:08:50
bird,Banana,5,Afternoon,2024-03-17 16:17:14
bird,Watermelon,4,Evening,2024-04-26 02:34:47
